web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733311913-12","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 November 2011","Kolkata (Calcutta), India","the un PolutedPlace","A good Market with out the smoke of any vehciles The Anicient church of roman catholic is value to witness reaching this this One can think that he is in some Europian city The Lift Service fromm Mall to the down side to catch the Vechicle/taxi is remarkable Thanks"
"1733311913-13","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 November 2011","Barasat, West Bengal, India","shoping area","though there are lots of shop in shimla mall but all are of high price with branded products.manali market is much bigger than shimla market and really cheap. if u can bargain and buy..........
and in mall area no hotels are available............"
"1733311913-14","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 November 2011","Mumbai","Nice place","Excellent place to go for fun, food and shopping. Keep half day blocked for covering this road. Must visit Baljee's restaurant, very good food with wide varierty - Punjabi, Chinese, South Indian. should also try down side market, which got cost effective shopping."
"1733311913-15","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 October 2011","chennai","loved it!!","it was an awsome exprience at the mall. the street is full of shops and goods(local and branded) you may feel its very expensive but you must know how to bargain!!
the only bad part is wen u enter a shop there andif u wanna step out of that shop  without buying anything the shopkeepers then show u there dark side whic is really rude!!"
"1733311913-16","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 October 2011","London, UK","Overlook the commercialism - and go back in time.","Accept this for what it is:  a modern shopping precinct with some historical buildings.  Shimla is a large working town and the Mall is primarily for their benefit.  So saying, it is nicely done with a broad-walk with interesting views on both sides.  At various points are the historical buildings renovated to maintain the heritage.  Additions are in the same design, so town planning here is important.  The Post Office looks like an English 1930s department store with a Scottish castle turret !?  It must be India, because you would never see that in UK. The turret builders must have been popular in Shimla in their day because you see these turrets elsewhere in the town. Other buildings are straight from Victorian Scotland.  The 'Scottish' kirk behind the Post Office is now an institute but still looks convincing.  The white 'English' church still functions and looks just as pleasant here as they do in countless places in UK.  Activities on the Mall are entertaining.  A warning:  be careful with your ice-cream because the monkeys like them too.  They will sit arrogantly on the walk casually enjoying the last one they have stolen.  Quick access to the Mall is via a lift or along the pleasant Ridgeway."
"1733311913-17","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 October 2011","Gurugram (Gurgaon), India","Really refreshing one","Heritage buildings...great people...one really get inspired with nature there"
"1733311913-18","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2860-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 October 2011","New Delhi, India","Long and vibrant","Filled with all big brands, a great place to walk through many times"
"1733311923-19","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 November 2011","Nottinghamshire","Fascinating","make sure you get off the main road through. The lower levels are much cheaper and full of hubbub. We never felt threatened even tho the place was incredibly crowded, really really fascinating"
"1733311923-20","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 November 2011","Darwin, Australia","Awesome Place","The Mall is best and only place to see in main city. It reflects the pure himlayas culture. Shops are good but costly. Many popular brands are here. There are so many hotels and restaurant are here to eat/stay."
"1733311923-21","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 November 2011","Dubai, United Arab Emirates","nothing special","nothing special over there just as a local market and you will find a good collection of winter items over there"
"1733311923-22","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 November 2011","Blackpool, UK","The place to go in Shimla","Stayed at the end of the Mall, focal point of Shimla, mix of old and new , excellent place for people watching, plenty to feast the eyes on."
"1733311923-23","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 November 2011","Mumbai, India","Clean..and Lovely..","Nice views...great places to eat..like Qilaa...and some nice shops..for ladies clothes especially...have the channa kulcha..sold by small time vendors...its amazing...especially in the cold weather."
"1733311923-24","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 November 2011","Whitby, UK","old world charm","again another bit of victoriana in India,a bit like Torquay in India, delightful"
"1733311923-25","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 November 2011","New Delhi, India","Mall rocks","Mall was beautiful buzzing with lots of people and church was so amazing overall a memorable experience!"
"1733311923-26","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 November 2011","Mumbai, India","Shopping","I luv shopping and walking on the Mall road. i just Loved this place. All great Brands and food as per your taste is available at Mall road. I enoyed walking in teh eveining and morning at teh Mall road. Didn't even realize . i actually spent more than 2 hours"
"1733311923-27","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 November 2011","New Delhi, India","Walking on the mall road","It was great walking on the Mall Road, we enjoyed having coffee at the old Indian Coffee house. we enjoyed going through the bylanes of Mall road"
"1733311923-28","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2850-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 November 2011","edinburgh","hassel free shopping","at last a chance to walk the streets looking in shops and at stalls without been grabbed and hasseled well worth the trip for that"
"1733311930-29","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2011","Mumbai, India","Pleasant time-pass!","A place of activity and still with old world charm. The crowds (and sometimes the smells!) can get you down. The historical theatre at one end is a hidden surprise. The shops offer a variety of goods; the handicrafts emporium had surprising variety of very reasonably priced souvenirs but unless you bargain, the others will set you back  apretty penny."
"1733311930-30","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 December 2011","Faridabad, Haryana, India","Glance at Shimla THE CITY","Good place to spend time during the evenings.
Shop and have a walk at the ridge , the mall road.
The ambiance during the evenings is wonderful."
"1733311930-31","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 December 2011","Mauritius","Awesome....Serene....Romantic","The mall is an experience in itself. Words cannot describe it, you have to experience it to feel its extra-ordinariness. As such its nothing great, but once you are in it, you are transformed, you become automatically romantic. The walk is so serene. No vehicles and life surprisingly become loveable again. We did some small shopping and bought local wine. Not great taste, rather like vinegar but was good for the occasion. The ridge, where the church is, is again a place not to be missed."
"1733311930-32","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 December 2011","New Delhi, India","Not localized","It has more brand showrooms than local specialty shops, which is a dissappointment. It is very clean and crown jewels are the colonial time buildings which are well maintained. Pram for kids are available at reasonable rates."
"1733311930-33","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2011","North Yorkshire, UK","Worth the Visit","Very interesting place to see. Goodness me they knew how to live. The guide was helpful and knowledgeable."
"1733311930-34","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 December 2011","New Delhi, India","Relaxed walk","The walk up and down the mall was great. Going from Delhi, it immediately transports you to a different world. There is  no traffic, so you can walk freely. The shops are nice, and it's great to just hang around, do some shopping, buy some local wine."
"1733311930-35","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 December 2011","Nagpur, India","walk walk and walk","we walk on the mall road, it was good, british theater on mall road to watch. then we saw mayors office. it was made of black rock, gives the feeling of british history and architecture. hptdc  hotel on the mall was good we had dinner there. they have lovely staff. flet very good to see simla from mall road."
"1733311930-36","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 December 2011","Cannock, UK","Not your average shopping mall","A must see as you still get a flavour of the past under the British Raj. Though crowded there is no hassle unlike tourist sites on the plains. The school children are a delight and all India is there from soldiers and the magnificently accoutred police to porters carrying fridges on their backs. The shops sell everything from shoes to books. Be prepared to haggle. Worth dropping down a level to the market stalls if you want things like material. If we had more time I'd have had a suit made. Visit the Gaiety Theatre which has been restored. Everybody from Kipling to Lord 'Bobs Bahadur' Roberts went there and often sang or acted on the stage."
"1733311930-37","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 December 2011","United Kingdom","Great bargains and less hassle than elsewhere","A wonderful source of linens, hats, pashminas, gifts etc, all at very low prices. Shopkeepers don't hassle customers as much as they do elsewhere - the result of local laws. There's also a Government shop with fixed prices."
"1733311930-38","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2840-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 November 2011","Silverstone, UK","Stroll along the Mall","No hassel. Small but very well stocked shops.Take the walk slowly as you may struggle with the 8,000 ft altitude. You have the option of a lift at the far end which is best reaqched by taxi and then the walk back to the hotel is downhill. Visit ""Shazadi"", which can accomodate ""western sizes"" off the peg or made to measure. Excellent photo opportunities all the way."
"1733311939-39","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 January 2012","Manila, Philippines","relaxing and safe","The Mall was really clean and safe. I can walk alone at night and it was really relaxing. Cars are not allowed to pass by here except for government vehicles. Smoking is also prohibited which is really good for me. Prices are reasonable compared to other parts of India and most of the vendors are friendly."
"1733311939-40","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 January 2012","Chandigarh, India","the only one in the world","i dont think there is any place in the world where one can roam tensionless no vehicles beautifull atmosphere"
"1733311939-41","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 January 2012","Delhi","The Mall Shimla,","The best in India. Clean, great place to be, old world charm, pure air, wonderful architecture, would love to live here,"
"1733311939-42","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 January 2012","india","Nice place to visit","The Mall is kind of shopping destination of shimla, no vehicle are allowed there, but you can easily walk.. all the things which u required is available in the market.. all the brands are there in shimla. one more thing which i noticed food is good & cheap as compare to other tourist spots. on upside near church you can find horses, photographers.. & all kind of food.  i would defiantly like to visit that place again..."
"1733311939-43","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 January 2012","Mumbai, Maharashtra, India","Mall Road","The Mall road is beautiful and we have enjoyed it after snow fall. Local resindent and shop keepers are very co-operative. The lone chinese shoes shop is also with good stuff. Woolen garments were at very reasonable rates and good quality."
"1733311939-44","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 January 2012","Mumbai, India","Should be visited atleast once.","Here you find a number of shops lined up selling various products manufactured local as well as branded items. The best products to buy here are the jackets and pull-overs, woolens, etc. Cheap and good quality stuff. Nice place to hang around."
"1733311939-45","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 January 2012","Bromley, UK","Fascinating","A great place to shop, lots of choice and bargaining to be had. In addition the theatre was a wonderfully fascinating place to visit and view the history and recent development. At times you could imagine you were back in England with the very English Church and the very English school uniforms...however Gandhi's statue was a welcome reminder that you were in fact in a very interesting and lovely part of India."
"1733311939-46","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 January 2012","Mumbai, India","The Mall is Shimla","I can say that the Mall is nothing but a Shimla. The area is vehicle free and one need to walk. The mall has Shops and restaurants, theatre, good old heritage style buildings and a big open area called the Ritz etc. One can easily spend a day on the Mall. When in Shimla... there is nothing but The Mall"
"1733311939-47","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 January 2012","Edmonton, Alberta","Shopping and sightseeing in a stunning setting","The Lower Bazaar, the Mall and the Ridge
Shimla has very narrow, steep roads and you will be dropped off at a main roadway, which is far below the tourist area commonly called “the Mall”.  You need to take two lifts (elevators) to get up/down to and from the mall.  You will see a ticket booth that sells lift tickets for 7 Rps.  Buy a ticket to go up and then (at the top) buy one to come back down.  The elevators are crowded; there will be a lift attendant who will take your ticket.  The first lift stops half-way, you get off and then get onto a second lift to get to the Mall level.

The Lower Bazaar sells common items (household items, cloth, material) that an Indian person might want. There are staircases all along the bazaars, which you can take up or down, as desired.  On the Mall level you can shop for pashminas, cashmere shawls, carvings, gloves, hats, saris and many other items.  There are cafes to eat at (I would highly recommend Café Sol) as well as several places where you can buy sodas, ice cream, popcorn etc.  

The Ridge is the top level where you will find St Michael’s church.  The church is free to visit (you can make a donation inside) and has beautiful stained glass windows and interesting plaques on the wall (in memory of people who died long ago).  There is a promenade area where people walk, sit or even take horse rides."
"1733311939-48","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2830-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 January 2012","Noida, India","Very important commercial place","It is very well maintained road but now vehicles are allowed to ply on this road with the permission of the competent authorities. It is very important place to visit in Shimla. It is full of activities all the long. Very important place to visit without which your visit to this city not complete."
"1733311946-49","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 February 2012","Chennai (Madras), India","Good Mall","Itz really good go to see such kind of Mall road in Shimla which Manali doesnt have. But things are cheaper in Manali than Shimla.. At the end of Mall Rd you have lift.. I dont knw why ppl are keep speaking abt lift.. I thought the lift is something popular and the ticket price is Rs.8... Since they r charging, i tought there would be something to see.. But itz simply a lift and we got down and again came to the mall. (For returning - need to buy ticket).. Ha ha..There is Krishna Sweets in Mall rd.. Really good cakes except choclate cakes.. Just try that"
"1733311946-50","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 February 2012","Ahmedabad, India","Shop keepers are cheaters & frauds","Please take care while purchasing shawls and other products. they sell fake shawls in the name of pashmina material. do not that once you buy a product check it before making payment or else if the product is damaged they won't return you ur money."
"1733311946-51","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 January 2012","Hampshire, UK","fun place to visit - avoid Saturdays","This is a great little street but hectic at the weekend. Lots to see although the shops over price themselves here, better bargains lower down.  Come on Himanchal tourist board get a better link from the station, the walk to the lift is long and the wait for the lift can be very long.  Why not have a chair lift ? or horse and carriage to take you up"
"1733311946-52","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 January 2012","New Delhi","Good place to walk and eat and relax !!","The small little eating joints are very good. Avoid during New Year time because it gets too crowded"
"1733311946-53","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 January 2012","Jamnagar, India","Brands galore","Not all you do find all the amenities, apparel showrooms and restaurants like Baljees and CCD (there is a bar on the First Floor), it is easily dotted with stairs up (to Lakkar Bazaar, Ritz) and down (Lower Bazaar, Ram Bazaar, old Bus Stand) leading all the way to the Army Club, etc. Don't miss, if you are in Shimla. Even if you are not spending, its an education in British life to be there."
"1733311946-54","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 January 2012","Mumbai","Mall","The mall is good market its heart of Shimla if want to do some shopping or eating you gave to go there
i liked the place, specially you can buy local fruit on the road and cheap, go for a walk in eveing with your wife then you know how romantic it is"
"1733311946-55","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 January 2012","Mumbai, India","Nice Place and View.","Like- The Sky!!! Its absolutely fantastic!! Seems as if Some when as Sketched a beautiful pattern!!! 
Sunset from here...Shows the brilliant Colours that sky changes during that time...
Please Do not go to this Restaurent Called Goofa...Its a Horrible Place...When you look at it its got a very good ambience, but its got bad food. We got served with Chicken that was stale and other food is as bad as the stale chicken. Only if you wanna grab some drinks u could go there but definately not for food!!!"
"1733311946-56","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 January 2012","New Delhi, India","Best part of Shimla..","This is where all the hustle bustle of Shimla lies... long walk... loads of eating options... and now loads and loads of showrooms... i think over the time it has become bit too commercialized  ... but Shimla is the Mall.. and the Mall is the Shimla.."
"1733311946-57","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 January 2012","Shimla, Himachal Pradesh, India","Shimla's main attraction!!!!","The Mall Shimla is the hub of the city. During brtish raj the place was restricted only for the brishers. But now all the local Shimlaites have to come to the mall before they are back home from their office in the evening---it is just a norm. If you want to meet someone Mall road is the place. All the shops on the mall can get you the things you want. In summers the stream of pleople fowing on the mall is a uniquesight to see.Every third shop is a restaurant so you have a lot of variety of food to choose from. A very interesting place!!!"
"1733311946-58","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2820-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 January 2012","Essex","good shopping","The mall is accessed by 2 lifts, with a small charge. I found the shops really good, selling lots of woolly hats, scarves etc. There's also Tommy Hilfiger Reebok etc if you want that sort of thing. Nice at night when its all lit up. There's a v good restaurant near the lift, sorry can't rememnber what its called but it was quite modern  and very clean and they sell a wide range of food cakes etc."
"1733311954-59","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 February 2012","New Delhi, India","Colourful place","Mall Road is the main street in Shimla,Mall road has a number of showrooms, department stores, shops, restaurants and cafes. There you can get local Himachal handicraft, stuff made from wood in lakkar bazar .It  gives a nice feeling to walk throughout the Mall road, generally it is quite crowded and turns very colourful at at night."
"1733311954-60","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 February 2012","Kuala Lumpur, Malaysia","Nice shopping","Nice area for shopping with excellent view. A good feel of the city. Lots of tourist and local."
"1733311954-61","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 20 February 2012","Kolkata (Calcutta), India","Cute!","Prim and Propah! Lots of nice little shops and good bargains to be had. Though nothing they sell is quite unique to Shimla. But still a nice place to stroll around!"
"1733311954-62","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 February 2012","New Delhi, India","nice bazar..............","wow, it is good to be at the mall..........................................."
"1733311954-63","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 February 2012","Mumbai, India","the best place for shopping","the great place for shopping shawls and other woolen accessories, its more beautiful speacially in night..you can find some very good shops like ahujasons..some good restaurants like nilima..nice junction for shopping and eating as well.."
"1733311954-64","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 February 2012","Kolkata (Calcutta), India","fun at Shimla","This is the place in Shimla that would bring a broad smile on the face of all those people who love to eat, buy things and enjoy plenty of crowd around while on a leisurely stroll around a new city.this road is a long one with various shops, food stalls, restaurants and lots of fun. There is a point from where you can get beautiful scenes of the sun setting among the mountain ranges. A short climb will get you to the church, library and ice-skating ring. You should have the aloo-tikki, and other snacks along the mall road. its a great place to enjoy with your beloved one."
"1733311954-65","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2810-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 February 2012","Ahmedabad, India","Most happening place","The Mall is usually the most happening and meeting place in any hill station. It is the main shopping street of Shimla and no vehicles are allowed. People walk up to this street, meet, eat and generally roam around. The mall has many restaurants, clubs, bars and places of tourist attraction. The Ridge and Scandal point are the two main meeting points at the Mall. There are several bakeries, food stalls and eating places famous for their eatery. Christ Church, the second oldest church in Northern India, is also located on the Ridge."
